,comunidad_autonoma,provincias,edad (3 grupos de edad),españoles/extranjeros,sexo,año,total
711,País Vasco,Gipuzkoa,65 y más,Españoles,Mujeres,2021,92868
712,País Vasco,Gipuzkoa,65 y más,Españoles,Mujeres,2020,92087
713,País Vasco,Gipuzkoa,65 y más,Españoles,Mujeres,2019,90965
714,País Vasco,Gipuzkoa,65 y más,Extranjeros,Hombres,2021,881
715,País Vasco,Gipuzkoa,65 y más,Extranjeros,Hombres,2020,798
716,País Vasco,Gipuzkoa,65 y más,Extranjeros,Hombres,2019,706
717,País Vasco,Gipuzkoa,65 y más,Extranjeros,Mujeres,2021,1158
718,País Vasco,Gipuzkoa,65 y más,Extranjeros,Mujeres,2020,1114
719,País Vasco,Gipuzkoa,65 y más,Extranjeros,Mujeres,2019,939
720,Cataluña,Girona,0-15 años,Españoles,Hombres,2021,53471
721,Cataluña,Girona,0-15 años,Españoles,Hombres,2020,53828
722,Cataluña,Girona,0-15 años,Españoles,Hombres,2019,54248
723,Cataluña,Girona,0-15 años,Españoles,Mujeres,2021,50482
724,Cataluña,Girona,0-15 años,Españoles,Mujeres,2020,50953
725,Cataluña,Girona,0-15 años,Españoles,Mujeres,2019,51376
726,Cataluña,Girona,0-15 años,Extranjeros,Hombres,2021,13802
727,Cataluña,Girona,0-15 años,Extranjeros,Hombres,2020,14334
728,Cataluña,Girona,0-15 años,Extranjeros,Hombres,2019,13971
729,Cataluña,Girona,0-15 años,Extranjeros,Mujeres,2021,13105
730,Cataluña,Girona,0-15 años,Extranjeros,Mujeres,2020,13514
731,Cataluña,Girona,0-15 años,Extranjeros,Mujeres,2019,13168
732,Cataluña,Girona,16-64 años,Españoles,Hombres,2021,197933
733,Cataluña,Girona,16-64 años,Españoles,Hombres,2020,196297
734,Cataluña,Girona,16-64 años,Españoles,Hombres,2019,195944
735,Cataluña,Girona,16-64 años,Españoles,Mujeres,2021,192809
736,Cataluña,Girona,16-64 años,Españoles,Mujeres,2020,190821
737,Cataluña,Girona,16-64 años,Españoles,Mujeres,2019,190175
738,Cataluña,Girona,16-64 años,Extranjeros,Hombres,2021,64181
739,Cataluña,Girona,16-64 años,Extranjeros,Hombres,2020,63955
740,Cataluña,Girona,16-64 años,Extranjeros,Hombres,2019,59832
741,Cataluña,Girona,16-64 años,Extranjeros,Mujeres,2021,57456
742,Cataluña,Girona,16-64 años,Extranjeros,Mujeres,2020,57646
743,Cataluña,Girona,16-64 años,Extranjeros,Mujeres,2019,54906
744,Cataluña,Girona,65 y más,Españoles,Hombres,2021,58981
745,Cataluña,Girona,65 y más,Españoles,Hombres,2020,57653
746,Cataluña,Girona,65 y más,Españoles,Hombres,2019,56410
747,Cataluña,Girona,65 y más,Españoles,Mujeres,2021,72890
748,Cataluña,Girona,65 y más,Españoles,Mujeres,2020,71801
749,Cataluña,Girona,65 y más,Españoles,Mujeres,2019,70583
750,Cataluña,Girona,65 y más,Extranjeros,Hombres,2021,5401
751,Cataluña,Girona,65 y más,Extranjeros,Hombres,2020,5116
752,Cataluña,Girona,65 y más,Extranjeros,Hombres,2019,4893
753,Cataluña,Girona,65 y más,Extranjeros,Mujeres,2021,6085
754,Cataluña,Girona,65 y más,Extranjeros,Mujeres,2020,5870
755,Cataluña,Girona,65 y más,Extranjeros,Mujeres,2019,5538
756,Andalucía,Granada,0-15 años,Españoles,Hombres,2021,68986
757,Andalucía,Granada,0-15 años,Españoles,Hombres,2020,70402
758,Andalucía,Granada,0-15 años,Españoles,Hombres,2019,71218
759,Andalucía,Granada,0-15 años,Españoles,Mujeres,2021,65314
760,Andalucía,Granada,0-15 años,Españoles,Mujeres,2020,66405
761,Andalucía,Granada,0-15 años,Españoles,Mujeres,2019,67243
762,Andalucía,Granada,0-15 años,Extranjeros,Hombres,2021,4705
763,Andalucía,Granada,0-15 años,Extranjeros,Hombres,2020,4640
764,Andalucía,Granada,0-15 años,Extranjeros,Hombres,2019,4280
765,Andalucía,Granada,0-15 años,Extranjeros,Mujeres,2021,4524
766,Andalucía,Granada,0-15 años,Extranjeros,Mujeres,2020,4383
767,Andalucía,Granada,0-15 años,Extranjeros,Mujeres,2019,4016
768,Andalucía,Granada,16-64 años,Españoles,Hombres,2021,279104
769,Andalucía,Granada,16-64 años,Españoles,Hombres,2020,278728
770,Andalucía,Granada,16-64 años,Españoles,Hombres,2019,279046
771,Andalucía,Granada,16-64 años,Españoles,Mujeres,2021,277717
772,Andalucía,Granada,16-64 años,Españoles,Mujeres,2020,277335
773,Andalucía,Granada,16-64 años,Españoles,Mujeres,2019,277519
774,Andalucía,Granada,16-64 años,Extranjeros,Hombres,2021,27404
775,Andalucía,Granada,16-64 años,Extranjeros,Hombres,2020,26360
776,Andalucía,Granada,16-64 años,Extranjeros,Hombres,2019,24732
777,Andalucía,Granada,16-64 años,Extranjeros,Mujeres,2021,25281
778,Andalucía,Granada,16-64 años,Extranjeros,Mujeres,2020,24384
779,Andalucía,Granada,16-64 años,Extranjeros,Mujeres,2019,22594
780,Andalucía,Granada,65 y más,Españoles,Hombres,2021,70787
781,Andalucía,Granada,65 y más,Españoles,Hombres,2020,69771
782,Andalucía,Granada,65 y más,Españoles,Hombres,2019,68599
783,Andalucía,Granada,65 y más,Españoles,Mujeres,2021,92056
784,Andalucía,Granada,65 y más,Españoles,Mujeres,2020,91372
785,Andalucía,Granada,65 y más,Españoles,Mujeres,2019,90084
786,Andalucía,Granada,65 y más,Extranjeros,Hombres,2021,2697
787,Andalucía,Granada,65 y más,Extranjeros,Hombres,2020,2694
788,Andalucía,Granada,65 y más,Extranjeros,Hombres,2019,2680
789,Andalucía,Granada,65 y más,Extranjeros,Mujeres,2021,2763
790,Andalucía,Granada,65 y más,Extranjeros,Mujeres,2020,2694
791,Andalucía,Granada,65 y más,Extranjeros,Mujeres,2019,2667
792,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Hombres,2021,19872
793,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Hombres,2020,19939
794,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Hombres,2019,20148
795,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Mujeres,2021,18879
796,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Mujeres,2020,19001
797,Castilla-La Mancha,Guadalajara,0-15 años,Españoles,Mujeres,2019,19231
798,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Hombres,2021,3443
799,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Hombres,2020,3398
800,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Hombres,2019,3151
801,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Mujeres,2021,3148
802,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Mujeres,2020,3092
803,Castilla-La Mancha,Guadalajara,0-15 años,Extranjeros,Mujeres,2019,2909
804,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Hombres,2021,77272
805,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Hombres,2020,75941
806,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Hombres,2019,75205
807,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Mujeres,2021,71877
808,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Mujeres,2020,70600
809,Castilla-La Mancha,Guadalajara,16-64 años,Españoles,Mujeres,2019,70015
810,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Hombres,2021,14326
811,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Hombres,2020,14086
812,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Hombres,2019,12995
813,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Mujeres,2021,13974
814,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Mujeres,2020,13698
815,Castilla-La Mancha,Guadalajara,16-64 años,Extranjeros,Mujeres,2019,12739
816,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Hombres,2021,19183
817,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Hombres,2020,19006
818,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Hombres,2019,18616
819,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Mujeres,2021,22259
820,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Mujeres,2020,21999
821,Castilla-La Mancha,Guadalajara,65 y más,Españoles,Mujeres,2019,21681
822,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Hombres,2021,528
823,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Hombres,2020,469
824,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Hombres,2019,419
825,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Mujeres,2021,827
826,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Mujeres,2020,766
827,Castilla-La Mancha,Guadalajara,65 y más,Extranjeros,Mujeres,2019,653
828,Andalucía,Huelva,0-15 años,Españoles,Hombres,2021,40100
829,Andalucía,Huelva,0-15 años,Españoles,Hombres,2020,40738
830,Andalucía,Huelva,0-15 años,Españoles,Hombres,2019,41364
831,Andalucía,Huelva,0-15 años,Españoles,Mujeres,2021,37778
832,Andalucía,Huelva,0-15 años,Españoles,Mujeres,2020,38263
833,Andalucía,Huelva,0-15 años,Españoles,Mujeres,2019,38791
834,Andalucía,Huelva,0-15 años,Extranjeros,Hombres,2021,3376
835,Andalucía,Huelva,0-15 años,Extranjeros,Hombres,2020,3348
836,Andalucía,Huelva,0-15 años,Extranjeros,Hombres,2019,3145
837,Andalucía,Huelva,0-15 años,Extranjeros,Mujeres,2021,3036
838,Andalucía,Huelva,0-15 años,Extranjeros,Mujeres,2020,3061
839,Andalucía,Huelva,0-15 años,Extranjeros,Mujeres,2019,2876
840,Andalucía,Huelva,16-64 años,Españoles,Hombres,2021,157874
841,Andalucía,Huelva,16-64 años,Españoles,Hombres,2020,157764
842,Andalucía,Huelva,16-64 años,Españoles,Hombres,2019,158091
843,Andalucía,Huelva,16-64 años,Españoles,Mujeres,2021,153436
844,Andalucía,Huelva,16-64 años,Españoles,Mujeres,2020,153541
845,Andalucía,Huelva,16-64 años,Españoles,Mujeres,2019,153620
846,Andalucía,Huelva,16-64 años,Extranjeros,Hombres,2021,19197
847,Andalucía,Huelva,16-64 años,Extranjeros,Hombres,2020,18557
848,Andalucía,Huelva,16-64 años,Extranjeros,Hombres,2019,17489
849,Andalucía,Huelva,16-64 años,Extranjeros,Mujeres,2021,20809
850,Andalucía,Huelva,16-64 años,Extranjeros,Mujeres,2020,20653
851,Andalucía,Huelva,16-64 años,Extranjeros,Mujeres,2019,19664
852,Andalucía,Huelva,65 y más,Españoles,Hombres,2021,39046
853,Andalucía,Huelva,65 y más,Españoles,Hombres,2020,38161
854,Andalucía,Huelva,65 y más,Españoles,Hombres,2019,37463
855,Andalucía,Huelva,65 y más,Españoles,Mujeres,2021,49297
856,Andalucía,Huelva,65 y más,Españoles,Mujeres,2020,48431
857,Andalucía,Huelva,65 y más,Españoles,Mujeres,2019,47703
858,Andalucía,Huelva,65 y más,Extranjeros,Hombres,2021,988
859,Andalucía,Huelva,65 y más,Extranjeros,Hombres,2020,928
860,Andalucía,Huelva,65 y más,Extranjeros,Hombres,2019,861
861,Andalucía,Huelva,65 y más,Extranjeros,Mujeres,2021,898
862,Andalucía,Huelva,65 y más,Extranjeros,Mujeres,2020,833
863,Andalucía,Huelva,65 y más,Extranjeros,Mujeres,2019,803
864,Aragón,Huesca,0-15 años,Españoles,Hombres,2021,13906
865,Aragón,Huesca,0-15 años,Españoles,Hombres,2020,14036
866,Aragón,Huesca,0-15 años,Españoles,Hombres,2019,14118
867,Aragón,Huesca,0-15 años,Españoles,Mujeres,2021,13365
868,Aragón,Huesca,0-15 años,Españoles,Mujeres,2020,13550
869,Aragón,Huesca,0-15 años,Españoles,Mujeres,2019,13659
870,Aragón,Huesca,0-15 años,Extranjeros,Hombres,2021,2527
871,Aragón,Huesca,0-15 años,Extranjeros,Hombres,2020,2475
872,Aragón,Huesca,0-15 años,Extranjeros,Hombres,2019,2214
873,Aragón,Huesca,0-15 años,Extranjeros,Mujeres,2021,2187
874,Aragón,Huesca,0-15 años,Extranjeros,Mujeres,2020,2111
875,Aragón,Huesca,0-15 años,Extranjeros,Mujeres,2019,1947
876,Aragón,Huesca,16-64 años,Españoles,Hombres,2021,61843
877,Aragón,Huesca,16-64 años,Españoles,Hombres,2020,61476
878,Aragón,Huesca,16-64 años,Españoles,Hombres,2019,61867
879,Aragón,Huesca,16-64 años,Españoles,Mujeres,2021,56913
880,Aragón,Huesca,16-64 años,Españoles,Mujeres,2020,56638
881,Aragón,Huesca,16-64 años,Españoles,Mujeres,2019,56932
882,Aragón,Huesca,16-64 años,Extranjeros,Hombres,2021,12502
883,Aragón,Huesca,16-64 años,Extranjeros,Hombres,2020,11895
884,Aragón,Huesca,16-64 años,Extranjeros,Hombres,2019,10611
885,Aragón,Huesca,16-64 años,Extranjeros,Mujeres,2021,10725
886,Aragón,Huesca,16-64 años,Extranjeros,Mujeres,2020,10550
887,Aragón,Huesca,16-64 años,Extranjeros,Mujeres,2019,9615
888,Aragón,Huesca,65 y más,Españoles,Hombres,2021,22436
889,Aragón,Huesca,65 y más,Españoles,Hombres,2020,22248
890,Aragón,Huesca,65 y más,Españoles,Hombres,2019,22098
891,Aragón,Huesca,65 y más,Españoles,Mujeres,2021,26977
892,Aragón,Huesca,65 y más,Españoles,Mujeres,2020,26914
893,Aragón,Huesca,65 y más,Españoles,Mujeres,2019,26711
894,Aragón,Huesca,65 y más,Extranjeros,Hombres,2021,393
895,Aragón,Huesca,65 y más,Extranjeros,Hombres,2020,349
896,Aragón,Huesca,65 y más,Extranjeros,Hombres,2019,320
897,Aragón,Huesca,65 y más,Extranjeros,Mujeres,2021,490
898,Aragón,Huesca,65 y más,Extranjeros,Mujeres,2020,445
899,Aragón,Huesca,65 y más,Extranjeros,Mujeres,2019,369
900,Andalucía,Jaén,0-15 años,Españoles,Hombres,2021,45957
901,Andalucía,Jaén,0-15 años,Españoles,Hombres,2020,46775
902,Andalucía,Jaén,0-15 años,Españoles,Hombres,2019,48148
903,Andalucía,Jaén,0-15 años,Españoles,Mujeres,2021,43570
904,Andalucía,Jaén,0-15 años,Españoles,Mujeres,2020,44371
905,Andalucía,Jaén,0-15 años,Españoles,Mujeres,2019,45724
906,Andalucía,Jaén,0-15 años,Extranjeros,Hombres,2021,1246
907,Andalucía,Jaén,0-15 años,Extranjeros,Hombres,2020,1187
908,Andalucía,Jaén,0-15 años,Extranjeros,Hombres,2019,1105
909,Andalucía,Jaén,0-15 años,Extranjeros,Mujeres,2021,1144
910,Andalucía,Jaén,0-15 años,Extranjeros,Mujeres,2020,1109
911,Andalucía,Jaén,0-15 años,Extranjeros,Mujeres,2019,1080
912,Andalucía,Jaén,16-64 años,Españoles,Hombres,2021,202720
913,Andalucía,Jaén,16-64 años,Españoles,Hombres,2020,203969
914,Andalucía,Jaén,16-64 años,Españoles,Hombres,2019,205221
915,Andalucía,Jaén,16-64 años,Españoles,Mujeres,2021,195671
916,Andalucía,Jaén,16-64 años,Españoles,Mujeres,2020,196708
917,Andalucía,Jaén,16-64 años,Españoles,Mujeres,2019,198108
918,Andalucía,Jaén,16-64 años,Extranjeros,Hombres,2021,7305
919,Andalucía,Jaén,16-64 años,Extranjeros,Hombres,2020,7188
920,Andalucía,Jaén,16-64 años,Extranjeros,Hombres,2019,6811
921,Andalucía,Jaén,16-64 años,Extranjeros,Mujeres,2021,6362
922,Andalucía,Jaén,16-64 años,Extranjeros,Mujeres,2020,6178
923,Andalucía,Jaén,16-64 años,Extranjeros,Mujeres,2019,5695
924,Andalucía,Jaén,65 y más,Españoles,Hombres,2021,52681
925,Andalucía,Jaén,65 y más,Españoles,Hombres,2020,52876
926,Andalucía,Jaén,65 y más,Españoles,Hombres,2019,51736
927,Andalucía,Jaén,65 y más,Españoles,Mujeres,2021,69691
928,Andalucía,Jaén,65 y más,Españoles,Mujeres,2020,70269
929,Andalucía,Jaén,65 y más,Españoles,Mujeres,2019,69255
930,Andalucía,Jaén,65 y más,Extranjeros,Hombres,2021,414
931,Andalucía,Jaén,65 y más,Extranjeros,Hombres,2020,369
932,Andalucía,Jaén,65 y más,Extranjeros,Hombres,2019,335
933,Andalucía,Jaén,65 y más,Extranjeros,Mujeres,2021,429
934,Andalucía,Jaén,65 y más,Extranjeros,Mujeres,2020,382
935,Andalucía,Jaén,65 y más,Extranjeros,Mujeres,2019,346
936,Castilla y León,León,0-15 años,Españoles,Hombres,2021,24361
937,Castilla y León,León,0-15 años,Españoles,Hombres,2020,24920
938,Castilla y León,León,0-15 años,Españoles,Hombres,2019,25452
939,Castilla y León,León,0-15 años,Españoles,Mujeres,2021,23011
940,Castilla y León,León,0-15 años,Españoles,Mujeres,2020,23546
941,Castilla y León,León,0-15 años,Españoles,Mujeres,2019,24195
942,Castilla y León,León,0-15 años,Extranjeros,Hombres,2021,1472
943,Castilla y León,León,0-15 años,Extranjeros,Hombres,2020,1540
944,Castilla y León,León,0-15 años,Extranjeros,Hombres,2019,1426
945,Castilla y León,León,0-15 años,Extranjeros,Mujeres,2021,1350
946,Castilla y León,León,0-15 años,Extranjeros,Mujeres,2020,1388
947,Castilla y León,León,0-15 años,Extranjeros,Mujeres,2019,1310
948,Castilla y León,León,16-64 años,Españoles,Hombres,2021,131790
949,Castilla y León,León,16-64 años,Españoles,Hombres,2020,133505
950,Castilla y León,León,16-64 años,Españoles,Hombres,2019,135742
951,Castilla y León,León,16-64 años,Españoles,Mujeres,2021,128735
952,Castilla y León,León,16-64 años,Españoles,Mujeres,2020,130098
953,Castilla y León,León,16-64 años,Españoles,Mujeres,2019,132010
954,Castilla y León,León,16-64 años,Extranjeros,Hombres,2021,7783
955,Castilla y León,León,16-64 años,Extranjeros,Hombres,2020,7831
956,Castilla y León,León,16-64 años,Extranjeros,Hombres,2019,7469
957,Castilla y León,León,16-64 años,Extranjeros,Mujeres,2021,8479
958,Castilla y León,León,16-64 años,Extranjeros,Mujeres,2020,8503
959,Castilla y León,León,16-64 años,Extranjeros,Mujeres,2019,8010
960,Castilla y León,León,65 y más,Españoles,Hombres,2021,53623
961,Castilla y León,León,65 y más,Españoles,Hombres,2020,53632
962,Castilla y León,León,65 y más,Españoles,Hombres,2019,53261
963,Castilla y León,León,65 y más,Españoles,Mujeres,2021,69955
964,Castilla y León,León,65 y más,Españoles,Mujeres,2020,70393
965,Castilla y León,León,65 y más,Españoles,Mujeres,2019,70232
966,Castilla y León,León,65 y más,Extranjeros,Hombres,2021,503
967,Castilla y León,León,65 y más,Extranjeros,Hombres,2020,476
968,Castilla y León,León,65 y más,Extranjeros,Hombres,2019,394
969,Castilla y León,León,65 y más,Extranjeros,Mujeres,2021,644
970,Castilla y León,León,65 y más,Extranjeros,Mujeres,2020,607
971,Castilla y León,León,65 y más,Extranjeros,Mujeres,2019,500
972,Cataluña,Lleida,0-15 años,Españoles,Hombres,2021,28030
973,Cataluña,Lleida,0-15 años,Españoles,Hombres,2020,28437
974,Cataluña,Lleida,0-15 años,Españoles,Hombres,2019,28783
975,Cataluña,Lleida,0-15 años,Españoles,Mujeres,2021,26824
976,Cataluña,Lleida,0-15 años,Españoles,Mujeres,2020,27246
977,Cataluña,Lleida,0-15 años,Españoles,Mujeres,2019,27569
978,Cataluña,Lleida,0-15 años,Extranjeros,Hombres,2021,7536
979,Cataluña,Lleida,0-15 años,Extranjeros,Hombres,2020,7428
980,Cataluña,Lleida,0-15 años,Extranjeros,Hombres,2019,7067
981,Cataluña,Lleida,0-15 años,Extranjeros,Mujeres,2021,6948
982,Cataluña,Lleida,0-15 años,Extranjeros,Mujeres,2020,6810
983,Cataluña,Lleida,0-15 años,Extranjeros,Mujeres,2019,6464
984,Cataluña,Lleida,16-64 años,Españoles,Hombres,2021,112903
985,Cataluña,Lleida,16-64 años,Españoles,Hombres,2020,112990
986,Cataluña,Lleida,16-64 años,Españoles,Hombres,2019,113309
987,Cataluña,Lleida,16-64 años,Españoles,Mujeres,2021,106731
988,Cataluña,Lleida,16-64 años,Españoles,Mujeres,2020,106669
989,Cataluña,Lleida,16-64 años,Españoles,Mujeres,2019,107028
990,Cataluña,Lleida,16-64 años,Extranjeros,Hombres,2021,37523
991,Cataluña,Lleida,16-64 años,Extranjeros,Hombres,2020,36665
992,Cataluña,Lleida,16-64 años,Extranjeros,Hombres,2019,34510
993,Cataluña,Lleida,16-64 años,Extranjeros,Mujeres,2021,27396
994,Cataluña,Lleida,16-64 años,Extranjeros,Mujeres,2020,27110
995,Cataluña,Lleida,16-64 años,Extranjeros,Mujeres,2019,26048
996,Cataluña,Lleida,65 y más,Españoles,Hombres,2021,37246
997,Cataluña,Lleida,65 y más,Españoles,Hombres,2020,36992
998,Cataluña,Lleida,65 y más,Españoles,Hombres,2019,36525
999,Cataluña,Lleida,65 y más,Españoles,Mujeres,2021,46601
1000,Cataluña,Lleida,65 y más,Españoles,Mujeres,2020,46350
1001,Cataluña,Lleida,65 y más,Españoles,Mujeres,2019,46074
1002,Cataluña,Lleida,65 y más,Extranjeros,Hombres,2021,918
1003,Cataluña,Lleida,65 y más,Extranjeros,Hombres,2020,811
1004,Cataluña,Lleida,65 y más,Extranjeros,Hombres,2019,684
1005,Cataluña,Lleida,65 y más,Extranjeros,Mujeres,2021,1071
1006,Cataluña,Lleida,65 y más,Extranjeros,Mujeres,2020,1009
1007,Cataluña,Lleida,65 y más,Extranjeros,Mujeres,2019,869
1008,Galicia,Lugo,0-15 años,Españoles,Hombres,2021,16550
1009,Galicia,Lugo,0-15 años,Españoles,Hombres,2020,16811
1010,Galicia,Lugo,0-15 años,Españoles,Hombres,2019,17022
1011,Galicia,Lugo,0-15 años,Españoles,Mujeres,2021,15987
1012,Galicia,Lugo,0-15 años,Españoles,Mujeres,2020,16158
1013,Galicia,Lugo,0-15 años,Españoles,Mujeres,2019,16504
1014,Galicia,Lugo,0-15 años,Extranjeros,Hombres,2021,1188
1015,Galicia,Lugo,0-15 años,Extranjeros,Hombres,2020,1188
1016,Galicia,Lugo,0-15 años,Extranjeros,Hombres,2019,1046
1017,Galicia,Lugo,0-15 años,Extranjeros,Mujeres,2021,1187
1018,Galicia,Lugo,0-15 años,Extranjeros,Mujeres,2020,1183
1019,Galicia,Lugo,0-15 años,Extranjeros,Mujeres,2019,1095
1020,Galicia,Lugo,16-64 años,Españoles,Hombres,2021,90821
1021,Galicia,Lugo,16-64 años,Españoles,Hombres,2020,91988
1022,Galicia,Lugo,16-64 años,Españoles,Hombres,2019,93522
1023,Galicia,Lugo,16-64 años,Españoles,Mujeres,2021,90412
1024,Galicia,Lugo,16-64 años,Españoles,Mujeres,2020,91331
1025,Galicia,Lugo,16-64 años,Españoles,Mujeres,2019,92561
1026,Galicia,Lugo,16-64 años,Extranjeros,Hombres,2021,6740
1027,Galicia,Lugo,16-64 años,Extranjeros,Hombres,2020,6600
1028,Galicia,Lugo,16-64 años,Extranjeros,Hombres,2019,6073
1029,Galicia,Lugo,16-64 años,Extranjeros,Mujeres,2021,6629
1030,Galicia,Lugo,16-64 años,Extranjeros,Mujeres,2020,6468
1031,Galicia,Lugo,16-64 años,Extranjeros,Mujeres,2019,5760
1032,Galicia,Lugo,65 y más,Españoles,Hombres,2021,42259
1033,Galicia,Lugo,65 y más,Españoles,Hombres,2020,41937
1034,Galicia,Lugo,65 y más,Españoles,Hombres,2019,41749
1035,Galicia,Lugo,65 y más,Españoles,Mujeres,2021,53471
1036,Galicia,Lugo,65 y más,Españoles,Mujeres,2020,53568
1037,Galicia,Lugo,65 y más,Españoles,Mujeres,2019,53645
1038,Galicia,Lugo,65 y más,Extranjeros,Hombres,2021,334
1039,Galicia,Lugo,65 y más,Extranjeros,Hombres,2020,318
1040,Galicia,Lugo,65 y más,Extranjeros,Hombres,2019,274
1041,Galicia,Lugo,65 y más,Extranjeros,Mujeres,2021,435
1042,Galicia,Lugo,65 y más,Extranjeros,Mujeres,2020,396
1043,Galicia,Lugo,65 y más,Extranjeros,Mujeres,2019,336
1044,Comunidad de Madrid,Madrid,0-15 años,Españoles,Hombres,2021,474314
1045,Comunidad de Madrid,Madrid,0-15 años,Españoles,Hombres,2020,486075
1046,Comunidad de Madrid,Madrid,0-15 años,Españoles,Hombres,2019,490790
1047,Comunidad de Madrid,Madrid,0-15 años,Españoles,Mujeres,2021,450470
1048,Comunidad de Madrid,Madrid,0-15 años,Españoles,Mujeres,2020,460860
1049,Comunidad de Madrid,Madrid,0-15 años,Españoles,Mujeres,2019,465776
1050,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Hombres,2021,69960
1051,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Hombres,2020,70360
1052,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Hombres,2019,66003
1053,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Mujeres,2021,66546
1054,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Mujeres,2020,66970
1055,Comunidad de Madrid,Madrid,0-15 años,Extranjeros,Mujeres,2019,62715
1056,Comunidad de Madrid,Madrid,16-64 años,Españoles,Hombres,2021,1816835
1057,Comunidad de Madrid,Madrid,16-64 años,Españoles,Hombres,2020,1819532
1058,Comunidad de Madrid,Madrid,16-64 años,Españoles,Hombres,2019,1802900
1059,Comunidad de Madrid,Madrid,16-64 años,Españoles,Mujeres,2021,1882170
1060,Comunidad de Madrid,Madrid,16-64 años,Españoles,Mujeres,2020,1887871
1061,Comunidad de Madrid,Madrid,16-64 años,Españoles,Mujeres,2019,1874951
1062,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Hombres,2021,365625
1063,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Hombres,2020,365376
1064,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Hombres,2019,337049
1065,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Mujeres,2021,412235
1066,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Mujeres,2020,414106
1067,Comunidad de Madrid,Madrid,16-64 años,Extranjeros,Mujeres,2019,382171
1068,Comunidad de Madrid,Madrid,65 y más,Españoles,Hombres,2021,487169
1069,Comunidad de Madrid,Madrid,65 y más,Españoles,Hombres,2020,487396
1070,Comunidad de Madrid,Madrid,65 y más,Españoles,Hombres,2019,477538
1071,Comunidad de Madrid,Madrid,65 y más,Españoles,Mujeres,2021,685171
1072,Comunidad de Madrid,Madrid,65 y más,Españoles,Mujeres,2020,682440
1073,Comunidad de Madrid,Madrid,65 y más,Españoles,Mujeres,2019,669620
1074,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Hombres,2021,15797
1075,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Hombres,2020,15054
1076,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Hombres,2019,13032
1077,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Mujeres,2021,24959
1078,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Mujeres,2020,23848
1079,Comunidad de Madrid,Madrid,65 y más,Extranjeros,Mujeres,2019,20849
1080,Andalucía,Málaga,0-15 años,Españoles,Hombres,2021,123113
1081,Andalucía,Málaga,0-15 años,Españoles,Hombres,2020,125153
1082,Andalucía,Málaga,0-15 años,Españoles,Hombres,2019,126511
1083,Andalucía,Málaga,0-15 años,Españoles,Mujeres,2021,116610
1084,Andalucía,Málaga,0-15 años,Españoles,Mujeres,2020,118457
1085,Andalucía,Málaga,0-15 años,Españoles,Mujeres,2019,120099
1086,Andalucía,Málaga,0-15 años,Extranjeros,Hombres,2021,17393
1087,Andalucía,Málaga,0-15 años,Extranjeros,Hombres,2020,17817
