,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
1088,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,74.2
1089,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,67.1
1090,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,66.2
1091,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,67.7
1092,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,8.6
1093,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,8.3
1094,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,8.4
1095,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,3.1
1096,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,3.1
1097,Castilla y León,León,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,3.1
1098,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,20.1
1099,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,18.6
1100,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,18.4
1101,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,18.4
1102,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,17.3
1103,Castilla y León,León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,16.6
1104,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,17.5
1105,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,16.3
1106,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,15.9
1107,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,15.9
1108,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,15.0
1109,Castilla y León,León,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,14.2
1110,Castilla y León,León,F. Construcción,Empleo total (miles de personas),2021,12.4
1111,Castilla y León,León,F. Construcción,Empleo total (miles de personas),2020,10.4
1112,Castilla y León,León,F. Construcción,Empleo total (miles de personas),2019,11.3
1113,Castilla y León,León,F. Construcción,Empleo asalariado (miles de personas),2021,10.3
1114,Castilla y León,León,F. Construcción,Empleo asalariado (miles de personas),2020,8.5
1115,Castilla y León,León,F. Construcción,Empleo asalariado (miles de personas),2019,9.5
1116,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,50.6
1117,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,51.6
1118,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,53.7
1119,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,37.6
1120,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,38.5
1121,Castilla y León,León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,42.3
1122,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,20.8
1123,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,20.3
1124,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,20.9
1125,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,16.9
1126,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,16.7
1127,Castilla y León,León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,17.4
1128,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,55.8
1129,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,54.8
1130,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,57.3
1131,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,51.2
1132,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,50.3
1133,Castilla y León,León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,52.6
1134,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,22.8
1135,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,21.6
1136,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,20.5
1137,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,13.5
1138,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,12.5
1139,Cataluña,Lleida,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,11.5
1140,Cataluña,Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,21.0
1141,Cataluña,Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,20.7
1142,Cataluña,Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,20.8
1143,Cataluña,Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,19.8
